ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,Grouped_Housing_Type
5116704,1,F,0,1,1,157500,Working,Lower secondary,Widow,-13361,-3258,0,0,0,Cooking staff,2,37,9,House / apartment
5096178,1,F,0,0,0,270000,Working,Higher education,Single / not married,-15611,-2958,0,0,0,Laborers,1,43,8,House / apartment
5026160,1,F,1,1,0,540000,Working,Higher education,Separated,-13151,-3725,0,0,0,Accountants,1,36,10,House / apartment
5113542,1,F,0,0,2,193500,Commercial associate,Lower secondary,Civil marriage,-9596,-2445,0,0,1,Accountants,4,26,6.5,House / apartment
5114553,1,F,0,1,1,135000,Commercial associate,Secondary / secondary special,Widow,-17121,-9751,0,0,0,Core staff,2,47,26.5,Other
5050531,1,M,0,0,2,225000,Working,Higher education,Civil marriage,-16768,-3088,1,0,0,Laborers,4,46,8.5,House / apartment
5067813,1,M,0,1,1,157500,Working,Secondary / secondary special,Civil marriage,-13273,-1024,0,0,0,Drivers,3,36,3,Other
5010868,0,M,1,1,1,450000,Pensioner,Secondary / secondary special,Married,-18173,-678,0,1,1,Core staff,3,50,2,House / apartment
5046316,1,M,1,1,0,315000,Commercial associate,Secondary / secondary special,Married,-21601,-1600,0,1,0,Managers,2,59,4.5,House / apartment
5050516,0,F,0,0,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,-19488,-3119,1,0,0,Sales staff,2,53,8.5,House / apartment
5099970,1,M,0,1,0,180000,Commercial associate,Secondary / secondary special,Married,-21854,-764,0,0,0,Laborers,2,60,2,House / apartment
5010699,1,F,1,1,2,292500,Commercial associate,Higher education,Married,-13958,-3021,0,0,0,Sales staff,4,38,8.5,House / apartment
5029752,0,M,0,1,0,202500,Working,Secondary / secondary special,Married,-18035,-2026,1,1,0,Drivers,2,49,5.5,House / apartment
5053186,1,F,0,0,0,135000,Working,Secondary / secondary special,Single / not married,-20027,-2697,0,0,0,Cleaning staff,1,55,7.5,Other
5089647,1,M,1,0,0,306000,Working,Higher education,Married,-13053,-2866,1,0,0,Accountants,2,36,8,House / apartment
5143243,1,F,0,0,0,135000,State servant,Higher education,Separated,-19514,-1991,1,0,0,IT staff,1,53,5.5,Other
5097026,1,M,0,1,0,315000,Working,Incomplete higher,Separated,-12103,-1829,1,0,0,Laborers,1,33,5,House / apartment
5132844,0,F,1,1,0,126000,Working,Lower secondary,Married,-11719,-285,0,1,0,Core staff,2,32,1,Other
5036399,0,F,1,1,0,112500,Working,Secondary / secondary special,Civil marriage,-13686,-1256,0,0,0,Cooking staff,2,37,3.5,House / apartment
5135729,1,F,0,1,1,112500,Working,Secondary / secondary special,Widow,-14199,-2970,1,1,0,Private service staff,2,39,8,House / apartment
5009866,1,M,1,0,0,225000,Working,Higher education,Civil marriage,-14555,-1226,1,0,0,Managers,2,40,3.5,Other
5065808,1,F,0,0,1,76500,Working,Higher education,Married,-15915,-785,1,1,0,Sales staff,3,44,2,House / apartment
5067387,1,M,1,1,2,254700,Commercial associate,Secondary / secondary special,Married,-17254,-9131,0,1,0,Laborers,4,47,25,House / apartment
5028423,1,F,0,0,0,90000,Working,Secondary / secondary special,Civil marriage,-17834,-1330,0,0,0,Medicine staff,2,49,3.5,House / apartment
5028562,1,F,1,1,0,315000,Commercial associate,Secondary / secondary special,Married,-15653,-5500,0,0,1,Core staff,2,43,15,House / apartment
5143036,1,M,0,0,1,270000,Working,Higher education,Married,-10108,-1473,1,0,0,High skill tech staff,3,28,4,House / apartment
5056081,0,M,1,1,0,261000,Working,Incomplete higher,Separated,-21583,-5627,0,0,0,Drivers,1,59,15.5,House / apartment
5024294,1,F,0,1,0,202500,Working,Secondary / secondary special,Civil marriage,-17347,-4234,0,0,0,High skill tech staff,2,48,11.5,House / apartment
5140183,1,F,0,1,0,67500,State servant,Secondary / secondary special,Married,-15161,-7190,0,0,0,Core staff,2,42,19.5,Other
5048470,1,M,0,0,0,144000,Commercial associate,Incomplete higher,Single / not married,-10337,-795,1,0,0,Security staff,1,28,2,Other
5116201,1,M,0,1,0,315000,Working,Secondary / secondary special,Single / not married,-17191,-2422,0,1,0,Laborers,1,47,6.5,House / apartment
5149120,1,F,0,1,0,360000,Working,Higher education,Separated,-18899,-8538,0,1,0,Managers,1,52,23.5,House / apartment
5054467,1,M,1,1,0,135000,Working,Secondary / secondary special,Single / not married,-10344,-3072,1,1,0,High skill tech staff,1,28,8.5,Other
5041326,1,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Widow,-23253,-6607,0,1,0,Cleaning staff,1,64,18,Other
5051192,1,M,0,0,0,270000,Working,Incomplete higher,Separated,-17938,-531,1,0,0,Managers,1,49,1.5,Other
5113542,1,F,0,0,2,193500,Commercial associate,Lower secondary,Civil marriage,-9596,-2445,0,0,1,Accountants,4,26,6.5,House / apartment
5051192,1,M,0,0,0,270000,Working,Incomplete higher,Separated,-17938,-531,1,0,0,Managers,1,49,1.5,Other
5067310,1,F,0,0,0,112500,State servant,Secondary / secondary special,Married,-16242,-1540,0,0,0,Core staff,2,44,4,House / apartment
5114551,1,F,0,1,1,135000,Commercial associate,Secondary / secondary special,Widow,-17121,-9751,0,0,0,Core staff,2,47,26.5,Other
5069200,1,F,0,1,0,238500,Commercial associate,Secondary / secondary special,Married,-17100,-1236,1,1,0,Core staff,2,47,3.5,House / apartment
5091594,1,F,0,1,0,252000,State servant,Secondary / secondary special,Married,-18352,-139,1,1,0,Medicine staff,2,50,0.5,House / apartment
5094890,1,F,0,1,0,90000,Working,Higher education,Single / not married,-21532,-4630,0,0,0,Laborers,1,59,12.5,House / apartment
5088843,1,F,0,1,0,171000,Working,Higher education,Single / not married,-10224,-2073,0,0,0,Laborers,1,28,5.5,House / apartment
5023295,0,F,0,0,1,225000,State servant,Higher education,Civil marriage,-11279,-1788,0,1,0,Medicine staff,3,31,5,House / apartment
5053733,0,F,0,1,0,103500,State servant,Secondary / secondary special,Widow,-17873,-8460,0,1,0,Core staff,1,49,23,House / apartment
5067017,1,M,0,1,0,225000,Working,Secondary / secondary special,Single / not married,-9926,-461,0,0,0,Drivers,1,27,1.5,House / apartment
5092403,1,M,1,0,0,112500,Working,Higher education,Single / not married,-10117,-108,0,0,0,High skill tech staff,1,28,0.5,Other
5091157,1,F,1,1,0,256500,Commercial associate,Secondary / secondary special,Married,-13821,-1071,0,0,1,Core staff,2,38,3,House / apartment
5024257,1,M,0,1,0,162000,Working,Secondary / secondary special,Single / not married,-11495,-581,0,0,0,Security staff,1,31,1.5,House / apartment
5150143,1,F,0,0,0,117000,Working,Secondary / secondary special,Single / not married,-16445,-340,0,0,0,Sales staff,1,45,1,House / apartment
5022794,1,F,1,1,0,202500,Working,Higher education,Widow,-11998,-1497,0,0,0,Managers,1,33,4,House / apartment
5118306,1,F,1,0,0,67500,Working,Secondary / secondary special,Married,-18198,-2106,0,1,0,Sales staff,2,50,6,House / apartment
5117374,0,F,1,0,0,135000,Commercial associate,Lower secondary,Married,-12427,-614,0,0,0,Laborers,2,34,1.5,House / apartment
5100313,1,F,1,1,0,139500,Commercial associate,Incomplete higher,Married,-15463,-2165,0,0,0,High skill tech staff,2,42,6,House / apartment
5125390,1,F,0,1,0,135000,State servant,Secondary / secondary special,Single / not married,-10066,-3026,1,1,0,High skill tech staff,1,28,8.5,House / apartment
5028376,1,F,0,0,0,180000,Working,Secondary / secondary special,Widow,-19868,-3278,0,0,0,Core staff,1,54,9,Other
5106043,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5091526,1,F,0,1,1,211500,Working,Higher education,Married,-12442,-2330,0,0,0,Core staff,3,34,6.5,House / apartment
5085833,1,F,0,1,1,225000,Commercial associate,Higher education,Single / not married,-12008,-138,0,0,0,Sales staff,2,33,0.5,House / apartment
5062160,1,F,0,1,0,166500,Commercial associate,Higher education,Widow,-20422,-2328,0,0,0,Cleaning staff,1,56,6.5,House / apartment
5115784,1,F,0,1,1,135000,Commercial associate,Secondary / secondary special,Single / not married,-14578,-7346,0,0,0,Laborers,2,40,20,House / apartment
5105168,1,M,0,1,2,450000,Commercial associate,Higher education,Married,-12238,-2187,1,1,0,Managers,4,34,6,House / apartment
5105042,1,F,0,1,2,135000,Working,Secondary / secondary special,Separated,-12490,-726,0,0,0,Laborers,3,34,2,Other
5047796,1,F,0,1,1,112500,Student,Secondary / secondary special,Civil marriage,-12127,-795,0,0,0,Laborers,3,33,2,House / apartment
5062182,1,F,1,1,2,144000,Working,Higher education,Married,-14291,-532,0,0,1,Accountants,4,39,1.5,House / apartment
5056231,1,F,0,1,0,40500,Working,Secondary / secondary special,Married,-12729,-4936,1,0,0,Cleaning staff,2,35,13.5,House / apartment
5023552,1,F,0,0,0,202500,Commercial associate,Higher education,Single / not married,-12257,-1969,0,0,0,Managers,1,34,5.5,House / apartment
5092394,0,M,1,1,1,157500,Pensioner,Secondary / secondary special,Married,-11050,-443,1,0,0,Drivers,3,30,1,House / apartment
5126112,1,M,0,0,0,180000,Working,Lower secondary,Married,-16235,-4123,1,0,0,Managers,2,44,11.5,Other
5116313,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-20111,-10290,0,0,0,Medicine staff,2,55,28,House / apartment
5106043,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5146235,1,F,0,1,0,157500,Working,Higher education,Civil marriage,-8238,-674,0,0,0,Accountants,2,23,2,Other
5022320,1,M,1,0,1,270000,Commercial associate,Higher education,Married,-11373,-1371,0,0,0,Managers,3,31,4,House / apartment
5148509,1,M,1,1,0,306000,Commercial associate,Higher education,Separated,-22719,-533,0,0,0,Laborers,1,62,1.5,Other
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5045777,1,M,0,1,1,180000,Working,Higher education,Married,-9441,-1235,0,0,0,Managers,3,26,3.5,House / apartment
5149240,0,M,0,0,0,225000,Commercial associate,Higher education,Married,-9412,-959,0,1,0,IT staff,2,26,2.5,Other
5106044,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5041770,1,F,1,0,0,315000,State servant,Higher education,Married,-17940,-9957,1,0,0,Managers,2,49,27.5,House / apartment
5088180,1,F,0,0,0,180000,Working,Incomplete higher,Widow,-19629,-1897,1,1,0,Core staff,1,54,5,House / apartment
5009866,1,M,1,0,0,225000,Working,Higher education,Civil marriage,-14555,-1226,1,0,0,Managers,2,40,3.5,Other
5078903,1,F,0,1,1,180000,Working,Higher education,Civil marriage,-13767,-1882,0,0,0,Sales staff,3,38,5,House / apartment
5139371,1,F,0,1,0,121500,Working,Secondary / secondary special,Civil marriage,-18513,-8163,0,0,0,High skill tech staff,2,51,22.5,House / apartment
5114464,1,M,1,1,0,225000,Working,Secondary / secondary special,Civil marriage,-16270,-467,0,0,0,Drivers,2,45,1.5,House / apartment
5028639,1,F,0,1,0,450000,Commercial associate,Secondary / secondary special,Married,-16920,-9181,0,1,1,Managers,2,46,25,House / apartment
5142375,1,M,1,0,0,180000,Commercial associate,Incomplete higher,Single / not married,-9538,-195,0,0,0,Laborers,1,26,0.5,Other
5106043,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5125333,0,M,1,1,2,337500,State servant,Secondary / secondary special,Married,-12977,-3970,0,0,0,Laborers,4,36,11,Other
5115455,0,F,1,1,0,270000,Pensioner,Higher education,Married,-17833,-620,0,1,0,Accountants,2,49,1.5,House / apartment
5148954,1,F,0,1,0,90000,Working,Secondary / secondary special,Married,-17708,-5555,0,0,0,Laborers,2,49,15,Other
5118194,1,F,0,0,0,171000,Working,Secondary / secondary special,Separated,-16241,-8862,1,0,0,Drivers,1,44,24.5,Other
5041757,1,F,0,1,0,157500,State servant,Higher education,Married,-15145,-3654,0,1,0,Managers,2,41,10,House / apartment
5088447,1,F,0,1,0,157500,State servant,Secondary / secondary special,Widow,-22887,-2052,0,1,0,Drivers,1,63,5.5,House / apartment
5024744,1,M,0,1,0,225000,Commercial associate,Higher education,Single / not married,-14195,-6881,0,0,0,Laborers,1,39,19,House / apartment
5010007,1,F,0,1,1,112500,State servant,Incomplete higher,Civil marriage,-10926,-3570,0,1,0,Secretaries,3,30,10,House / apartment
5115647,1,M,0,1,0,112500,Commercial associate,Secondary / secondary special,Single / not married,-9435,-1472,0,1,0,Laborers,1,26,4,House / apartment
5065365,1,F,0,1,1,216000,Working,Higher education,Single / not married,-10512,-1782,0,1,0,Core staff,2,29,5,House / apartment
5096746,0,F,0,1,0,180000,Working,Lower secondary,Widow,-16803,-2227,1,1,0,Cleaning staff,1,46,6,House / apartment
5090121,1,F,0,1,2,315000,State servant,Secondary / secondary special,Separated,-12134,-192,0,0,1,Laborers,3,33,0.5,Other
5137012,1,M,0,0,0,225000,Working,Secondary / secondary special,Civil marriage,-21729,-4249,1,1,1,Laborers,2,60,11.5,House / apartment
5118302,0,F,0,0,2,139500,Working,Incomplete higher,Married,-13166,-2988,1,1,0,Core staff,4,36,8,Other
5054673,1,M,0,1,0,225000,Commercial associate,Higher education,Single / not married,-10182,-2403,0,0,0,Sales staff,1,28,6.5,House / apartment
5105691,1,M,1,1,0,180000,Working,Higher education,Single / not married,-9427,-338,0,0,0,Drivers,1,26,1,Other
5125579,1,M,1,1,0,315000,Working,Secondary / secondary special,Single / not married,-17832,-134,1,1,0,Laborers,1,49,0.5,House / apartment
5116035,0,M,1,1,0,126000,Working,Higher education,Single / not married,-14522,-863,1,0,0,Managers,1,40,2.5,House / apartment
5053728,1,F,1,1,1,225000,Working,Higher education,Separated,-14816,-1672,0,0,0,Core staff,2,41,4.5,House / apartment
5010011,1,F,0,1,1,112500,State servant,Incomplete higher,Civil marriage,-10926,-3570,0,1,0,Secretaries,3,30,10,House / apartment
5089947,1,F,1,1,0,360000,State servant,Higher education,Married,-14498,-6123,0,0,1,Core staff,2,40,17,House / apartment
5116057,1,F,0,0,0,225000,Working,Higher education,Single / not married,-18173,-777,0,0,0,Sales staff,1,50,2,Other
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5096743,0,F,0,1,0,180000,Working,Lower secondary,Widow,-16803,-2227,1,1,0,Cleaning staff,1,46,6,House / apartment
5116145,0,F,1,1,1,315000,State servant,Higher education,Married,-14004,-292,0,0,0,Managers,3,38,1,House / apartment
5146396,1,F,0,1,0,112500,Working,Secondary / secondary special,Separated,-19682,-2104,1,0,0,Cleaning staff,1,54,6,House / apartment
5125351,1,F,0,1,0,180000,Working,Secondary / secondary special,Single / not married,-13005,-683,0,0,0,High skill tech staff,1,36,2,House / apartment
5142290,1,F,0,1,1,162000,State servant,Higher education,Civil marriage,-15027,-88,0,0,0,Accountants,3,41,0,House / apartment
5021642,1,F,0,1,0,112500,Commercial associate,Secondary / secondary special,Married,-21456,-425,0,0,0,Medicine staff,2,59,1,House / apartment
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5149922,1,F,0,1,1,252000,State servant,Higher education,Single / not married,-15978,-2389,0,0,1,Core staff,2,44,6.5,House / apartment
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5097005,1,M,1,1,2,360000,Commercial associate,Incomplete higher,Married,-12387,-338,0,0,0,Managers,4,34,1,House / apartment
5100042,1,F,0,0,2,103500,Working,Incomplete higher,Married,-11078,-3960,0,0,0,Sales staff,4,30,11,House / apartment
5061835,1,M,1,1,0,180000,State servant,Lower secondary,Married,-16352,-3972,1,1,0,Laborers,2,45,11,House / apartment
5052618,1,M,1,1,0,180000,Working,Secondary / secondary special,Single / not married,-18475,-1782,0,0,0,Cleaning staff,1,51,5,House / apartment
5067077,1,F,0,1,0,171000,State servant,Lower secondary,Widow,-18672,-2593,0,1,0,Medicine staff,1,51,7,House / apartment
5105090,1,F,0,1,0,180000,Working,Secondary / secondary special,Widow,-20968,-4320,0,0,0,Laborers,1,57,12,House / apartment
5045929,0,M,0,0,0,247500,Pensioner,Secondary / secondary special,Single / not married,-15037,-2208,0,0,0,Laborers,1,41,6,House / apartment
5115460,1,M,0,0,0,157500,Commercial associate,Higher education,Civil marriage,-9361,-164,1,0,0,Waiters/barmen staff,2,26,0.5,House / apartment
5149838,0,F,0,1,0,157500,Pensioner,Higher education,Married,-12387,-1325,0,1,1,Medicine staff,2,34,3.5,House / apartment
5091260,1,F,0,1,0,202500,State servant,Secondary / secondary special,Separated,-16834,-1692,0,0,0,Medicine staff,1,46,4.5,House / apartment
5044505,1,F,0,1,0,157500,State servant,Secondary / secondary special,Single / not married,-13463,-767,0,0,0,Core staff,1,37,2,House / apartment
5022946,1,F,1,0,0,202500,Commercial associate,Incomplete higher,Separated,-14096,-1344,0,1,1,Accountants,1,39,3.5,House / apartment
5104897,1,M,1,1,0,121500,Commercial associate,Secondary / secondary special,Married,-15811,-139,0,0,0,Laborers,2,43,0.5,House / apartment
5142667,0,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,-15382,-288,0,0,0,Laborers,1,42,1,House / apartment
5116124,1,F,1,1,1,560250,Working,Secondary / secondary special,Single / not married,-12987,-2330,0,0,0,Sales staff,2,36,6.5,House / apartment
5149945,1,F,0,1,0,180000,Working,Higher education,Married,-22228,-686,1,1,0,High skill tech staff,2,61,2,House / apartment
5062375,1,F,0,1,0,121500,State servant,Higher education,Widow,-19426,-1598,1,1,0,Accountants,1,53,4.5,House / apartment
5045783,1,F,1,0,0,292500,State servant,Higher education,Civil marriage,-10316,-1631,0,0,0,High skill tech staff,2,28,4.5,House / apartment
5089083,1,F,0,0,0,135000,Commercial associate,Secondary / secondary special,Widow,-18473,-2531,0,1,0,Cooking staff,1,51,7,House / apartment
5054278,1,F,0,0,0,292500,State servant,Secondary / secondary special,Married,-14434,-3680,0,1,0,Secretaries,2,40,10,House / apartment
5028900,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5113542,1,F,0,0,2,193500,Commercial associate,Lower secondary,Civil marriage,-9596,-2445,0,0,1,Accountants,4,26,6.5,House / apartment
5105644,0,M,1,1,0,202500,Working,Higher education,Married,-17585,-3017,0,0,0,Drivers,2,48,8.5,House / apartment
5054142,1,F,0,0,0,135000,Working,Higher education,Married,-13202,-2646,1,0,0,Laborers,2,36,7,House / apartment
5145859,1,F,0,0,1,180000,Commercial associate,Secondary / secondary special,Married,-14122,-796,0,0,0,Laborers,3,39,2,House / apartment
5087676,1,M,1,0,0,90000,Working,Secondary / secondary special,Single / not married,-14479,-1501,0,0,0,Laborers,1,40,4,House / apartment
5010494,0,F,1,0,2,270000,State servant,Higher education,Married,-13768,-4666,0,0,0,Secretaries,4,38,13,House / apartment
5125934,0,F,0,1,2,135000,Commercial associate,Lower secondary,Civil marriage,-9862,-1868,1,0,0,Sales staff,4,27,5,Other
5067673,0,M,1,1,0,225000,Working,Secondary / secondary special,Single / not married,-8905,-669,0,0,1,Drivers,1,24,2,Other
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5033606,1,M,0,1,0,157500,Working,Secondary / secondary special,Widow,-17587,-1571,0,0,0,Laborers,1,48,4.5,House / apartment
5028893,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5053540,1,F,0,1,0,67500,Working,Secondary / secondary special,Single / not married,-9062,-1155,0,0,0,Laborers,1,25,3,House / apartment
5022932,1,M,1,1,2,315000,Working,Higher education,Married,-12615,-1156,0,0,0,Laborers,4,35,3,House / apartment
5053070,1,F,0,1,0,193500,State servant,Secondary / secondary special,Married,-22168,-10155,0,0,0,Cooking staff,2,61,28,Other
5029133,1,F,0,1,1,337500,State servant,Higher education,Separated,-10429,-1695,0,0,0,Core staff,2,29,4.5,House / apartment
5028404,1,F,1,1,0,247500,Commercial associate,Secondary / secondary special,Married,-14667,-1422,0,0,0,Sales staff,2,40,4,House / apartment
5028991,1,F,0,0,2,81000,Working,Lower secondary,Single / not married,-15373,-2333,0,0,0,Sales staff,3,42,6.5,House / apartment
5096934,1,F,0,0,0,135000,Working,Higher education,Married,-14185,-4447,1,0,0,Core staff,2,39,12,House / apartment
5113974,1,M,1,0,1,360000,Commercial associate,Secondary / secondary special,Married,-16538,-3846,1,0,0,Managers,3,45,10.5,House / apartment
5115455,0,F,1,1,0,270000,Pensioner,Higher education,Married,-17833,-620,0,1,0,Accountants,2,49,1.5,House / apartment
5089658,1,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,-16378,-370,1,0,0,Core staff,1,45,1,House / apartment
5105353,1,F,0,1,1,99000,Commercial associate,Secondary / secondary special,Civil marriage,-10425,-757,0,0,0,Laborers,3,29,2,House / apartment
5047796,1,F,0,1,1,112500,Student,Secondary / secondary special,Civil marriage,-12127,-795,0,0,0,Laborers,3,33,2,House / apartment
5116285,1,F,0,0,0,112500,Commercial associate,Lower secondary,Married,-19020,-231,0,0,0,Sales staff,2,52,0.5,Other
5149619,1,M,0,0,0,112500,Working,Incomplete higher,Civil marriage,-8547,-990,1,0,0,Laborers,2,23,2.5,Other
5139874,0,F,1,1,0,720000,Commercial associate,Higher education,Separated,-20791,-4814,1,1,0,Managers,1,57,13,House / apartment
5114314,1,F,0,0,0,216000,State servant,Higher education,Widow,-18408,-4242,0,1,0,Core staff,1,50,11.5,House / apartment
5066979,1,M,1,0,0,119250,Working,Secondary / secondary special,Civil marriage,-17542,-645,0,0,1,Drivers,2,48,2,House / apartment
5100376,1,F,1,1,0,270000,State servant,Higher education,Married,-13851,-856,0,0,0,Core staff,2,38,2.5,House / apartment
5085716,1,F,0,1,0,135000,Working,Lower secondary,Civil marriage,-15143,-991,0,0,0,Laborers,2,41,2.5,House / apartment
5132464,1,M,1,1,0,135000,Working,Secondary / secondary special,Civil marriage,-11041,-864,0,0,0,Drivers,2,30,2.5,Other
5088174,1,F,0,0,0,180000,Working,Incomplete higher,Widow,-19629,-1897,1,1,0,Core staff,1,54,5,House / apartment
5029028,0,F,0,1,0,90000,Working,Lower secondary,Single / not married,-12026,-4770,0,0,0,Cleaning staff,2,33,13,Other
5117529,1,F,0,0,1,144000,Working,Secondary / secondary special,Single / not married,-14427,-3506,1,1,0,High skill tech staff,2,40,9.5,Other
5088552,1,F,0,1,0,90000,Commercial associate,Higher education,Separated,-18386,-8808,0,0,0,Core staff,1,50,24,House / apartment
5053201,1,F,0,1,0,315000,Working,Higher education,Married,-15527,-3792,1,1,0,Accountants,2,43,10.5,House / apartment
5056113,1,F,0,0,2,99000,State servant,Secondary / secondary special,Married,-14360,-4660,0,1,1,Cleaning staff,4,39,13,House / apartment
5024092,1,F,1,0,0,126000,State servant,Incomplete higher,Single / not married,-11978,-5206,1,0,0,Core staff,1,33,14.5,House / apartment
5061333,1,F,1,1,1,135000,Commercial associate,Secondary / secondary special,Married,-13399,-1386,0,0,0,High skill tech staff,3,37,4,House / apartment
5149764,1,F,0,1,1,180000,State servant,Secondary / secondary special,Single / not married,-13467,-3850,0,1,0,Medicine staff,2,37,10.5,House / apartment
5062251,1,F,1,0,0,315000,Working,Secondary / secondary special,Married,-19441,-4064,0,0,0,Managers,2,53,11,House / apartment
5114100,1,M,1,0,0,135000,Working,Lower secondary,Married,-13241,-436,1,1,0,Laborers,2,36,1,Other
5149843,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-16939,-1081,0,0,0,Sales staff,2,46,3,House / apartment
5117602,1,F,0,0,0,157500,Working,Higher education,Married,-14098,-2257,0,0,0,Core staff,2,39,6,House / apartment
5090593,1,M,0,1,0,247500,Working,Lower secondary,Civil marriage,-15032,-309,0,0,0,Drivers,2,41,1,House / apartment
5079290,1,F,0,1,1,405000,Commercial associate,Higher education,Widow,-13241,-1974,1,0,0,Accountants,2,36,5.5,House / apartment
5009852,1,M,1,0,0,360000,Commercial associate,Secondary / secondary special,Separated,-10276,-556,1,1,0,Drivers,1,28,1.5,Other
5054739,1,F,0,1,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,-17862,-212,0,0,0,Laborers,2,49,0.5,House / apartment
5095986,1,F,0,0,0,180000,Working,Higher education,Married,-12696,-3172,1,0,0,Sales staff,2,35,8.5,House / apartment
5026054,1,M,1,1,1,315000,Working,Higher education,Married,-10580,-2566,0,0,0,Core staff,3,29,7,House / apartment
5066407,1,F,0,1,1,292500,Working,Incomplete higher,Single / not married,-12665,-2593,0,0,0,Core staff,2,35,7,House / apartment
